order_id,order_timestamp,distance_in_meters,duration_in_seconds,tender_id,tender_timestamp,driver_id,driver_reg_date,driver_rating,carmodel,carname,platform,pickup_in_meters,pickup_in_seconds,user_id,price_start_local,price_bid_local,is_done,
7844503691,2020-05-07 17:09:00,3200,480,14694650322,2020-05-07 17:09:16,68828972,2020-12-28,5,Polo,Volkswagen,ios,1289,240,26515020,200,230,done,
7844504320,2020-05-07 17:10:20,7075,740,14694651053,2020-05-07 17:10:25,69325503,2021-01-01,4.93024,Tiida,Nissan,android,786,90,303475888,200,250,done,
7844505996,2020-05-07 17:13:42,2741,521,14694653412,2020-05-07 17:13:50,30568392,2019-10-08,5,Polo,Volkswagen,android,1456,206,51353367,150,200,cancel,
7844506150,2020-05-07 17:14:00,2753,383,14694653700,2020-05-07 17:14:15,30568392,2019-10-08,5,Polo,Volkswagen,android,1075,185,13630475,150,200,cancel,
7844506411,2020-05-07 17:14:34,1329,242,14694654165,2020-05-07 17:14:56,69393378,2021-01-02,5,Duster,Renault,android,255,61,300721402,150,150,done,
7844506998,2020-05-07 17:15:47,5347,838,14694654801,2020-05-07 17:15:54,15672629,2019-01-04,5,Vesta,ВАЗ (LADA),android,215,43,44100974,200,200,done,
7844507085,2020-05-07 17:15:57,2810,504,14694654903,2020-05-07 17:16:01,30568392,2019-10-08,5,Polo,Volkswagen,android,147,25,65002886,150,200,cancel,
7844507100,2020-05-07 17:15:59,1819,303,14694655123,2020-05-07 17:16:20,30568392,2019-10-08,5,Polo,Volkswagen,android,1120,210,7878525,150,200,cancel,
7844507229,2020-05-07 17:16:13,2705,403,14694655114,2020-05-07 17:16:20,18831156,2019-03-24,5,Megane,Renault,ios,316,33,300130938,200,200,cancel,
7844507672,2020-05-07 17:17:08,2454,414,14694655758,2020-05-07 17:17:20,10537891,2018-06-10,5,Tiggo 7 PRO,Chery,android,677,168,301885865,150,150,cancel,
7844508324,2020-05-07 17:18:31,0,0,14694656777,2020-05-07 17:18:56,16795413,2019-02-05,4.98843,Logan,Renault,android,602,98,23681519,150,150,done,
7844508324,2020-05-07 17:18:31,0,0,14694656767,2020-05-07 17:18:55,7888104,2017-12-13,4.99205,Octavia,Skoda,android,752,116,23681519,150,180,cancel,
7844508872,2020-05-07 17:19:38,2126,370,14694657348,2020-05-07 17:19:44,31414553,2019-10-19,5,Polo,Volkswagen,android,475,75,41086176,150,200,cancel,
7844509069,2020-05-07 17:20:03,6832,899,14694657629,2020-05-07 17:20:08,15264967,2018-12-24,5,Solaris,Hyundai,android,1033,118,177773054,200,250,cancel,
7844509444,2020-05-07 17:20:48,3337,392,14694658120,2020-05-07 17:20:53,16689341,2019-02-02,4.98834,Logan,Renault,android,470,142,300902939,200,200,cancel,
7844509946,2020-05-07 17:21:52,0,0,14694658844,2020-05-07 17:21:55,30568392,2019-10-08,5,Polo,Volkswagen,android,328,74,21861650,150,150,done,
7844510640,2020-05-07 17:23:20,2159,449,14694659841,2020-05-07 17:23:25,68828972,2020-12-28,5,Polo,Volkswagen,ios,1625,276,29602704,200,200,done,
7844511468,2020-05-07 17:25:05,5781,712,14694660982,2020-05-07 17:25:11,8007362,2017-12-23,4.99408,SR,Renault,android,1265,145,54749168,200,200,done,
7844512086,2020-05-07 17:26:24,0,0,14694662271,2020-05-07 17:27:08,31216796,2019-10-16,4.99223,Самара,ВАЗ (LADA),android,470,113,300061361,150,150,done,
7844512231,2020-05-07 17:26:42,1561,264,14694662097,2020-05-07 17:26:52,70263660,2021-01-12,4.96291,Ceed,Kia,android,708,168,81253706,150,150,done,
7844513077,2020-05-07 17:28:28,17518,1228,14694663214,2020-05-07 17:28:41,7804957,2017-12-06,4.75532,Symbol,Renault,android,924,79,302559601,500,500,done,
7844513130,2020-05-07 17:28:35,0,0,14694663218,2020-05-07 17:28:42,102779822,2021-11-26,4.95391,Приора,ВАЗ (LADA),android,121,24,66695040,150,150,cancel,
7844513198,2020-05-07 17:28:46,0,0,14694663462,2020-05-07 17:29:06,102779822,2021-11-26,4.95391,Приора,ВАЗ (LADA),android,121,24,66695040,150,150,done,
7844513282,2020-05-07 17:28:58,2604,360,14694663673,2020-05-07 17:29:25,16795413,2019-02-05,4.98843,Logan,Renault,android,380,92,67250110,150,200,cancel,
7844513805,2020-05-07 17:30:05,0,0,14694664296,2020-05-07 17:30:20,16795413,2019-02-05,4.98843,Logan,Renault,android,172,40,83165290,150,200,cancel,
7844514394,2020-05-07 17:31:23,2975,536,14694665046,2020-05-07 17:31:32,32597163,2019-11-02,4.99497,Logan,Renault,ios,1106,158,121501510,150,180,cancel,
7844514519,2020-05-07 17:31:38,2982,443,14694665221,2020-05-07 17:31:50,30568392,2019-10-08,5,Polo,Volkswagen,android,1731,251,144450538,200,200,done,
7844514519,2020-05-07 17:31:38,2982,443,14694665188,2020-05-07 17:31:46,31414553,2019-10-19,5,Polo,Volkswagen,android,463,74,144450538,200,200,cancel,
7844514758,2020-05-07 17:32:13,3010,488,14694665550,2020-05-07 17:32:21,32597163,2019-11-02,4.99497,Logan,Renault,ios,37,3,43326315,150,180,cancel,
7844514957,2020-05-07 17:32:39,2291,402,14694665771,2020-05-07 17:32:44,31414553,2019-10-19,5,Polo,Volkswagen,android,282,61,38742310,150,200,cancel,
7844515015,2020-05-07 17:32:46,2392,258,14694665901,2020-05-07 17:32:54,8061302,2017-12-27,4.98773,Aveo,Chevrolet,android,393,53,62349904,200,200,cancel,
7844515784,2020-05-07 17:34:20,9676,825,14694666998,2020-05-07 17:34:29,68591984,2020-12-26,4.99841,X-Ray,LADA,android,807,153,179173502,300,300,done,
7844516068,2020-05-07 17:34:54,2537,313,14694667386,2020-05-07 17:35:02,68828972,2020-12-28,5,Polo,Volkswagen,ios,488,104,29056227,150,150,cancel,
7844516068,2020-05-07 17:34:54,2537,313,14694667371,2020-05-07 17:35:00,102779822,2021-11-26,4.95391,Приора,ВАЗ (LADA),android,375,84,29056227,150,150,cancel,
7844516071,2020-05-07 17:34:55,2247,382,14694667505,2020-05-07 17:35:13,68828972,2020-12-28,5,Polo,Volkswagen,ios,641,118,91109775,150,150,cancel,
7844516071,2020-05-07 17:34:55,2247,382,14694667461,2020-05-07 17:35:09,15198117,2018-12-22,5,RAV4,Toyota,android,750,121,91109775,150,200,cancel,
7844516368,2020-05-07 17:35:39,4791,759,14694668114,2020-05-07 17:36:10,68828972,2020-12-28,5,Polo,Volkswagen,ios,1288,169,13547991,150,200,done,
7844516662,2020-05-07 17:36:15,6085,681,14694668234,2020-05-07 17:36:22,15198117,2018-12-22,5,RAV4,Toyota,android,896,154,7828397,250,250,done,
7844516881,2020-05-07 17:36:43,1505,253,14694668527,2020-05-07 17:36:49,70263660,2021-01-12,4.96291,Ceed,Kia,android,430,90,160176549,150,150,cancel,
7844516996,2020-05-07 17:36:59,6859,595,14694668694,2020-05-07 17:37:05,29710272,2019-09-27,4.84071,Bestune T77,FAW,android,3632,362,301420360,250,330,cancel,
7844516996,2020-05-07 17:36:59,6859,595,14694668690,2020-05-07 17:37:05,18838169,2019-03-24,5,Klan,Chevrolet,android,955,138,301420360,250,250,cancel,
7844517135,2020-05-07 17:37:15,7340,984,14694668894,2020-05-07 17:37:20,69325503,2021-01-01,4.93024,Tiida,Nissan,android,676,128,302502061,200,250,cancel,
7844517135,2020-05-07 17:37:15,7340,984,14694668918,2020-05-07 17:37:22,7983250,2017-12-21,5,Granta,LADA,android,66,23,302502061,200,200,cancel,
7844517135,2020-05-07 17:37:15,7340,984,14694668910,2020-05-07 17:37:21,8061302,2017-12-27,4.98773,Aveo,Chevrolet,android,519,62,302502061,200,250,cancel,
7844517227,2020-05-07 17:37:28,1505,253,14694669128,2020-05-07 17:37:41,70263660,2021-01-12,4.96291,Ceed,Kia,android,423,88,160176549,150,150,done,
7844517310,2020-05-07 17:37:40,2597,322,14694669274,2020-05-07 17:37:55,31216796,2019-10-16,4.99223,Самара,ВАЗ (LADA),android,197,44,9474346,150,200,cancel,
7844518519,2020-05-07 17:40:15,7664,663,14694670859,2020-05-07 17:40:20,29710272,2019-09-27,4.84071,Bestune T77,FAW,android,3624,362,302754140,200,200,cancel,
7844518519,2020-05-07 17:40:15,7664,663,14694670838,2020-05-07 17:40:19,18838169,2019-03-24,5,Klan,Chevrolet,android,953,137,302754140,200,200,done,
7844518772,2020-05-07 17:40:46,4183,444,14694671417,2020-05-07 17:41:12,15672629,2019-01-04,5,Vesta,ВАЗ (LADA),android,935,170,34937755,250,250,done,
7844518772,2020-05-07 17:40:46,4183,444,14694671442,2020-05-07 17:41:14,8007362,2017-12-23,4.99408,SR,Renault,android,720,129,34937755,250,250,cancel,
7844519169,2020-05-07 17:41:35,7364,802,14694671737,2020-05-07 17:41:40,7983250,2017-12-21,5,Granta,LADA,android,441,119,137799311,150,200,done,
7844520510,2020-05-07 17:44:29,5063,545,14694673909,2020-05-07 17:44:55,8012882,2017-12-23,4.94737,Logan,Renault,ios,1502,214,18833484,200,250,cancel,
7844520631,2020-05-07 17:44:44,1045,166,14694673859,2020-05-07 17:44:51,10420529,2018-06-04,4.99523,Avensis,Toyota,android,1211,165,8872517,150,200,cancel,
7844520631,2020-05-07 17:44:44,1045,166,14694673846,2020-05-07 17:44:49,31414553,2019-10-19,5,Polo,Volkswagen,android,836,132,8872517,150,200,cancel,
7844521674,2020-05-07 17:46:56,1615,282,14694675280,2020-05-07 17:47:01,31414553,2019-10-19,5,Polo,Volkswagen,android,145,19,16750912,150,200,cancel,
7844522151,2020-05-07 17:47:57,1634,255,14694675927,2020-05-07 17:48:03,18831156,2019-03-24,5,Megane,Renault,ios,613,116,95139327,150,150,cancel,
7844522162,2020-05-07 17:47:58,1868,301,14694675898,2020-05-07 17:48:01,30568392,2019-10-08,5,Polo,Volkswagen,android,1033,180,300128324,150,150,done,
7844522307,2020-05-07 17:48:18,4407,686,14694680683,2020-05-07 17:55:42,15045939,2018-12-18,4.99435,2110,Лада,android,3764,548,24793320,200,200,cancel,
7844522328,2020-05-07 17:48:21,1793,276,14694676280,2020-05-07 17:48:35,18831156,2019-03-24,5,Megane,Renault,ios,1375,217,50914517,150,150,done,
7844522371,2020-05-07 17:48:27,6737,979,14694676368,2020-05-07 17:48:45,16795413,2019-02-05,4.98843,Logan,Renault,android,2771,431,144932192,250,300,done,
7844522438,2020-05-07 17:48:36,0,0,14694676333,2020-05-07 17:48:41,8061302,2017-12-27,4.98773,Aveo,Chevrolet,android,658,85,18693244,200,250,cancel,
7844523537,2020-05-07 17:51:04,6859,595,14694677854,2020-05-07 17:51:10,29710272,2019-09-27,4.84071,Bestune T77,FAW,android,3628,361,301420360,250,250,cancel,
7844523636,2020-05-07 17:51:19,0,0,14694678065,2020-05-07 17:51:32,8012882,2017-12-23,4.94737,Logan,Renault,ios,1114,172,60601450,150,200,cancel,
7844523966,2020-05-07 17:52:00,3646,566,14694678691,2020-05-07 17:52:28,7855273,2017-12-10,5,Калина,ВАЗ (LADA),android,999,124,7618746,150,200,done,
7844523978,2020-05-07 17:52:02,2559,610,14694678484,2020-05-07 17:52:09,7987098,2017-12-21,4.99055,Duster,Renault,android,115,23,12089298,150,150,cancel,
7844524230,2020-05-07 17:52:36,7287,806,14694678834,2020-05-07 17:52:41,8061302,2017-12-27,4.98773,Aveo,Chevrolet,android,821,136,128343684,200,250,done,
7844524386,2020-05-07 17:52:57,3300,403,14694679263,2020-05-07 17:53:25,8007362,2017-12-23,4.99408,SR,Renault,android,1707,140,302546761,150,150,done,
7844524646,2020-05-07 17:53:29,0,0,14694679395,2020-05-07 17:53:37,68828972,2020-12-28,5,Polo,Volkswagen,ios,549,129,303884939,100,150,done,
7844525434,2020-05-07 17:55:13,0,0,14694680519,2020-05-07 17:55:27,10420529,2018-06-04,4.99523,Avensis,Toyota,android,465,89,91109775,150,200,cancel,
7844525434,2020-05-07 17:55:13,0,0,14694680455,2020-05-07 17:55:22,8012882,2017-12-23,4.94737,Logan,Renault,ios,662,150,91109775,150,200,cancel,
7844525776,2020-05-07 17:55:56,5827,706,14694680871,2020-05-07 17:56:01,69325503,2021-01-01,4.93024,Tiida,Nissan,android,317,84,140369809,300,300,cancel,
7844525945,2020-05-07 17:56:18,9364,817,14694682277,2020-05-07 17:58:23,15045939,2018-12-18,4.99435,2110,Лада,android,1525,161,26267680,250,290,done,
7844526138,2020-05-07 17:56:44,2135,314,14694681433,2020-05-07 17:56:53,32597163,2019-11-02,4.99497,Logan,Renault,ios,51,10,109067589,150,150,done,
7844526628,2020-05-07 17:57:52,3845,458,14694682058,2020-05-07 17:57:57,70263660,2021-01-12,4.96291,Ceed,Kia,android,399,83,302754140,150,150,cancel,
7844526628,2020-05-07 17:57:52,3845,458,14694682054,2020-05-07 17:57:57,18838169,2019-03-24,5,Klan,Chevrolet,android,99,24,302754140,150,150,done,
7844527528,2020-05-07 17:59:45,1200,223,14694683235,2020-05-07 17:59:50,10420529,2018-06-04,4.99523,Avensis,Toyota,android,804,153,21731289,150,150,cancel,
7844527902,2020-05-07 18:00:32,4421,564,14694683711,2020-05-07 18:00:37,30568392,2019-10-08,5,Polo,Volkswagen,android,728,122,146030296,200,200,cancel,
7844528220,2020-05-07 18:01:12,6300,582,14694684168,2020-05-07 18:01:19,7905127,2017-12-15,5,Corsa,Opel,android,678,78,301057634,200,250,cancel,
7844528925,2020-05-07 18:02:45,1512,227,14694685145,2020-05-07 18:02:50,30568392,2019-10-08,5,Polo,Volkswagen,android,854,150,30583762,160,160,done,
7844529018,2020-05-07 18:02:59,6242,735,14694685377,2020-05-07 18:03:12,7912390,2017-12-15,5,Creta,Hyundai,ios,532,121,34956505,250,250,done,
7844529640,2020-05-07 18:04:18,3278,448,14694686112,2020-05-07 18:04:22,10420529,2018-06-04,4.99523,Avensis,Toyota,android,527,88,35712494,150,200,cancel,
7844529640,2020-05-07 18:04:18,3278,448,14694686128,2020-05-07 18:04:24,70263660,2021-01-12,4.96291,Ceed,Kia,android,841,172,35712494,150,150,done,
7844529640,2020-05-07 18:04:18,3278,448,14694686136,2020-05-07 18:04:24,32597163,2019-11-02,4.99497,Logan,Renault,ios,480,53,35712494,150,150,cancel,
7844530187,2020-05-07 18:05:27,0,0,14694686839,2020-05-07 18:05:31,7983250,2017-12-21,5,Granta,LADA,android,658,94,15010013,200,200,done,
7844530876,2020-05-07 18:06:51,5508,671,14694687801,2020-05-07 18:07:04,69325503,2021-01-01,4.93024,Tiida,Nissan,android,1140,176,7798826,200,250,cancel,
7844531147,2020-05-07 18:07:21,5960,658,14694688040,2020-05-07 18:07:26,68828972,2020-12-28,5,Polo,Volkswagen,ios,520,84,46366000,250,330,cancel,
7844531640,2020-05-07 18:08:21,4239,580,14694688665,2020-05-07 18:08:32,32597163,2019-11-02,4.99497,Logan,Renault,ios,756,93,40040394,150,150,done,
7844531970,2020-05-07 18:08:57,1677,274,14694689522,2020-05-07 18:09:55,28514473,2019-09-08,4.91788,Logan,Renault,android,732,183,303454017,150,180,done,
7844532024,2020-05-07 18:09:03,0,0,14694689046,2020-05-07 18:09:08,68828972,2020-12-28,5,Polo,Volkswagen,ios,919,167,8479713,150,150,done,
7844532170,2020-05-07 18:09:22,5359,770,14694689478,2020-05-07 18:09:50,8061302,2017-12-27,4.98773,Aveo,Chevrolet,android,514,73,58281855,150,200,done,
7844533049,2020-05-07 18:11:04,2568,221,14694690506,2020-05-07 18:11:30,102779822,2021-11-26,4.95391,Приора,ВАЗ (LADA),android,2031,306,125115034,150,200,cancel,
7844533549,2020-05-07 18:12:04,2539,452,14694690918,2020-05-07 18:12:10,18838169,2019-03-24,5,Klan,Chevrolet,android,231,55,13630475,150,150,cancel,
7844533549,2020-05-07 18:12:04,2539,452,14694690947,2020-05-07 18:12:13,8012882,2017-12-23,4.94737,Logan,Renault,ios,473,109,13630475,150,200,cancel,
7844533961,2020-05-07 18:12:56,2249,404,14694691432,2020-05-07 18:13:04,18831156,2019-03-24,5,Megane,Renault,ios,739,112,302388914,150,150,cancel,
7844533961,2020-05-07 18:12:56,2249,404,14694691424,2020-05-07 18:13:03,18838169,2019-03-24,5,Klan,Chevrolet,android,492,91,302388914,150,150,cancel,
7844533961,2020-05-07 18:12:56,2249,404,14694691395,2020-05-07 18:13:01,8012882,2017-12-23,4.94737,Logan,Renault,ios,242,45,302388914,150,200,cancel,
7844534840,2020-05-07 18:14:42,2258,426,14694692494,2020-05-07 18:14:46,30568392,2019-10-08,5,Polo,Volkswagen,android,556,96,20521794,150,150,done,
7844534998,2020-05-07 18:15:02,4992,796,14694692714,2020-05-07 18:15:06,18838169,2019-03-24,5,Klan,Chevrolet,android,296,71,7841092,300,300,done,
7844535301,2020-05-07 18:15:40,1573,305,14694693188,2020-05-07 18:15:47,68828972,2020-12-28,5,Polo,Volkswagen,ios,818,140,92499384,150,150,cancel,
7844535301,2020-05-07 18:15:40,1573,305,14694693165,2020-05-07 18:15:45,31414553,2019-10-19,5,Polo,Volkswagen,android,1050,178,92499384,150,200,cancel,
7844535976,2020-05-07 18:17:05,2497,359,14694694055,2020-05-07 18:17:09,10420529,2018-06-04,4.99523,Avensis,Toyota,android,1195,191,8079643,150,200,cancel,
7844535976,2020-05-07 18:17:05,2497,359,14694694157,2020-05-07 18:17:20,7879447,2017-12-13,5,Rio,Kia,android,1750,282,8079643,150,150,done,
7844536228,2020-05-07 18:17:35,9339,970,14694697431,2020-05-07 18:22:41,18821757,2019-03-24,4.95594,Aveo,Chevrolet,android,456,96,151572948,150,300,cancel,
7844536228,2020-05-07 18:17:35,9339,970,14694698344,2020-05-07 18:24:21,8007362,2017-12-23,4.99408,SR,Renault,android,986,215,151572948,150,300,cancel,
7844536325,2020-05-07 18:17:46,1222,250,14694694488,2020-05-07 18:17:50,10420529,2018-06-04,4.99523,Avensis,Toyota,android,415,93,125579446,150,150,cancel,
7844536325,2020-05-07 18:17:46,1222,250,14694694513,2020-05-07 18:17:52,102779822,2021-11-26,4.95391,Приора,ВАЗ (LADA),android,224,54,125579446,150,150,done,
7844536833,2020-05-07 18:18:52,7276,912,14694695129,2020-05-07 18:18:58,69325503,2021-01-01,4.93024,Tiida,Nissan,android,679,98,8956470,170,240,cancel,
7844537683,2020-05-07 18:20:31,1530,214,14694696170,2020-05-07 18:20:36,68828972,2020-12-28,5,Polo,Volkswagen,ios,791,112,165261785,150,150,cancel,
7844537683,2020-05-07 18:20:31,1530,214,14694696179,2020-05-07 18:20:36,33359270,2019-11-11,4.97863,Sandero Stepway,Renault,android,840,148,165261785,150,200,cancel,
7844538116,2020-05-07 18:21:27,6424,799,14694700762,2020-05-07 18:28:20,69393378,2021-01-02,5,Duster,Renault,android,402,49,102557138,200,250,done,
7844538600,2020-05-07 18:22:28,2736,482,14694697343,2020-05-07 18:22:33,68828972,2020-12-28,5,Polo,Volkswagen,ios,582,105,300596640,150,150,done,
7844538600,2020-05-07 18:22:28,2736,482,14694697333,2020-05-07 18:22:32,33359270,2019-11-11,4.97863,Sandero Stepway,Renault,android,955,189,300596640,150,200,cancel,
7844538654,2020-05-07 18:22:35,3533,521,14694697497,2020-05-07 18:22:47,33359270,2019-11-11,4.97863,Sandero Stepway,Renault,android,646,123,302005228,150,200,cancel,
7844538804,2020-05-07 18:22:54,3223,424,14694697675,2020-05-07 18:23:07,7867842,2017-12-11,5,2110,ВАЗ (LADA),ios,962,153,15012407,200,250,done,
7844538953,2020-05-07 18:23:14,4882,698,14694697785,2020-05-07 18:23:19,10420529,2018-06-04,4.99523,Avensis,Toyota,android,745,128,21262581,200,250,cancel,
7844538984,2020-05-07 18:23:21,2306,343,14694698032,2020-05-07 18:23:45,17275815,2019-02-17,4.97925,Sandero Stepway,Renault,android,1702,285,12971028,180,200,cancel,
7844539583,2020-05-07 18:24:42,6990,677,14694698659,2020-05-07 18:24:52,32597163,2019-11-02,4.99497,Logan,Renault,ios,412,62,58704658,250,300,cancel,
7844539670,2020-05-07 18:24:54,2157,343,14694698807,2020-05-07 18:25:05,8007362,2017-12-23,4.99408,SR,Renault,android,446,98,80167105,150,180,done,
7844539794,2020-05-07 18:25:09,0,0,14694698959,2020-05-07 18:25:19,32597163,2019-11-02,4.99497,Logan,Renault,ios,454,73,140369809,300,300,cancel,
7844540256,2020-05-07 18:26:08,8879,966,14694700266,2020-05-07 18:27:27,17275815,2019-02-17,4.97925,Sandero Stepway,Renault,android,1089,203,151572948,150,350,cancel,
7844540372,2020-05-07 18:26:25,3716,500,14694699749,2020-05-07 18:26:35,15264967,2018-12-24,5,Solaris,Hyundai,android,10,2,301518333,150,200,done,
7844540424,2020-05-07 18:26:33,7261,923,14694699850,2020-05-07 18:26:45,17275815,2019-02-17,4.97925,Sandero Stepway,Renault,android,279,58,50235393,200,250,cancel,
7844540424,2020-05-07 18:26:33,7261,923,14694699790,2020-05-07 18:26:38,18831156,2019-03-24,5,Megane,Renault,ios,29,7,50235393,200,250,done,
7844541264,2020-05-07 18:28:34,6793,674,14694700969,2020-05-07 18:28:40,69325503,2021-01-01,4.93024,Tiida,Nissan,android,68,29,35046308,200,250,cancel,
7844542193,2020-05-07 18:30:33,1517,228,14694702065,2020-05-07 18:30:36,31414553,2019-10-19,5,Polo,Volkswagen,android,425,69,37834348,150,150,cancel,
7844542777,2020-05-07 18:31:51,0,0,14694702894,2020-05-07 18:31:54,30568392,2019-10-08,5,Polo,Volkswagen,android,866,156,17751926,150,150,done,
7844542903,2020-05-07 18:32:07,3935,553,14694703075,2020-05-07 18:32:13,31216796,2019-10-16,4.99223,Самара,ВАЗ (LADA),android,680,146,47402994,200,250,cancel,
7844543031,2020-05-07 18:32:28,4870,606,14694703503,2020-05-07 18:32:58,102779822,2021-11-26,4.95391,Приора,ВАЗ (LADA),android,1881,252,302094400,100,150,cancel,
7844543185,2020-05-07 18:32:47,2348,386,14694703432,2020-05-07 18:32:51,8031753,2017-12-25,4.99859,Nexia,Daewoo,android,288,38,24592540,150,200,cancel,
7844543197,2020-05-07 18:32:48,4451,457,14694703443,2020-05-07 18:32:52,69325503,2021-01-01,4.93024,Tiida,Nissan,android,240,60,300298039,250,250,cancel,
7844543197,2020-05-07 18:32:48,4451,457,14694703442,2020-05-07 18:32:52,28514473,2019-09-08,4.91788,Logan,Renault,android,1058,176,300298039,250,250,done,
7844543463,2020-05-07 18:33:28,2034,336,14694703874,2020-05-07 18:33:36,102779822,2021-11-26,4.95391,Приора,ВАЗ (LADA),android,1594,142,300765155,150,150,done,
7844543502,2020-05-07 18:33:32,2737,449,14694703902,2020-05-07 18:33:38,7987098,2017-12-21,4.99055,Duster,Renault,android,454,79,51353367,150,150,done,
7844543525,2020-05-07 18:33:35,3311,472,14694703958,2020-05-07 18:33:43,8061302,2017-12-27,4.98773,Aveo,Chevrolet,android,657,127,10937372,250,250,done,
7844543671,2020-05-07 18:33:54,0,0,14694704173,2020-05-07 18:34:04,32597163,2019-11-02,4.99497,Logan,Renault,ios,304,50,17725559,150,150,cancel,
7844544110,2020-05-07 18:34:52,7614,1119,14694704695,2020-05-07 18:34:57,69325503,2021-01-01,4.93024,Tiida,Nissan,android,907,144,182757475,200,250,cancel,
7844544179,2020-05-07 18:35:01,0,0,14694705996,2020-05-07 18:37:18,32597163,2019-11-02,4.99497,Logan,Renault,ios,304,53,17725559,150,160,done,
7844544378,2020-05-07 18:35:30,1506,325,14694705143,2020-05-07 18:35:44,68828972,2020-12-28,5,Polo,Volkswagen,ios,704,154,92627093,150,150,done,
7844544762,2020-05-07 18:36:25,0,0,14694705571,2020-05-07 18:36:31,70263660,2021-01-12,4.96291,Ceed,Kia,android,340,70,78558475,180,200,cancel,
7844544916,2020-05-07 18:36:47,6456,813,14694705764,2020-05-07 18:36:51,69325503,2021-01-01,4.93024,Tiida,Nissan,android,339,56,30565421,200,250,cancel,
7844544916,2020-05-07 18:36:47,6456,813,14694705834,2020-05-07 18:36:59,7912390,2017-12-15,5,Creta,Hyundai,ios,577,125,30565421,200,200,done,
7844545283,2020-05-07 18:37:38,2155,430,14694706256,2020-05-07 18:37:43,70263660,2021-01-12,4.96291,Ceed,Kia,android,127,13,78558475,150,150,done,
7844545686,2020-05-07 18:38:34,2020,337,14694706772,2020-05-07 18:38:41,8012882,2017-12-23,4.94737,Logan,Renault,ios,551,101,300973472,150,200,cancel,
7844545737,2020-05-07 18:38:41,5380,684,14694706822,2020-05-07 18:38:46,69325503,2021-01-01,4.93024,Tiida,Nissan,android,309,71,31778186,200,250,done,
7844545737,2020-05-07 18:38:41,5380,684,14694706865,2020-05-07 18:38:49,16689341,2019-02-02,4.98834,Logan,Renault,android,424,88,31778186,200,250,cancel,
7844546083,2020-05-07 18:39:32,3160,295,14694707318,2020-05-07 18:39:38,15264967,2018-12-24,5,Solaris,Hyundai,android,2140,226,9095065,220,220,done,
7844546501,2020-05-07 18:40:31,0,0,14694707926,2020-05-07 18:40:41,16795413,2019-02-05,4.98843,Logan,Renault,android,336,74,100570767,150,150,done,
7844546501,2020-05-07 18:40:31,0,0,14694707900,2020-05-07 18:40:38,8012882,2017-12-23,4.94737,Logan,Renault,ios,458,98,100570767,150,200,cancel,
7844547050,2020-05-07 18:41:48,2647,369,14694708596,2020-05-07 18:41:51,49083240,2020-06-03,5,Polo,Volkswagen,android,693,101,155236677,150,150,done,
7844547396,2020-05-07 18:42:38,0,0,14694709122,2020-05-07 18:42:43,33359270,2019-11-11,4.97863,Sandero Stepway,Renault,android,911,189,15937600,200,200,done,
7844547753,2020-05-07 18:43:24,6667,802,14694709600,2020-05-07 18:43:30,18831156,2019-03-24,5,Megane,Renault,ios,321,67,113630636,250,250,cancel,
7844547941,2020-05-07 18:43:49,2954,521,14694709841,2020-05-07 18:43:53,30568392,2019-10-08,5,Polo,Volkswagen,android,414,63,301940306,150,200,cancel,
7844547973,2020-05-07 18:43:53,0,0,14694709984,2020-05-07 18:44:09,31216796,2019-10-16,4.99223,Самара,ВАЗ (LADA),android,853,191,59649713,250,300,cancel,
7844548055,2020-05-07 18:44:04,2282,443,14694710225,2020-05-07 18:44:33,68828972,2020-12-28,5,Polo,Volkswagen,ios,1807,260,99389562,150,160,done,
7844548055,2020-05-07 18:44:04,2282,443,14694709987,2020-05-07 18:44:09,30568392,2019-10-08,5,Polo,Volkswagen,android,268,44,99389562,150,200,cancel,
7844548099,2020-05-07 18:44:10,2852,396,14694710043,2020-05-07 18:44:14,10420529,2018-06-04,4.99523,Avensis,Toyota,android,547,87,167400710,200,200,done,
7844548469,2020-05-07 18:45:06,7773,846,14694711410,2020-05-07 18:46:40,16689341,2019-02-02,4.98834,Logan,Renault,android,796,133,301069451,300,350,cancel,
7844548510,2020-05-07 18:45:12,3196,610,14694710624,2020-05-07 18:45:16,18838169,2019-03-24,5,Klan,Chevrolet,android,52,12,31428685,150,150,done,
7844549054,2020-05-07 18:46:30,8749,794,14694711387,2020-05-07 18:46:37,8019913,2017-12-24,4.90958,SR,Renault,android,593,120,67050313,250,300,done,
7844549207,2020-05-07 18:46:53,1892,366,14694711768,2020-05-07 18:47:19,69393378,2021-01-02,5,Duster,Renault,android,1657,273,301556141,200,200,done,
7844549221,2020-05-07 18:46:54,1790,334,14694711612,2020-05-07 18:47:03,102779822,2021-11-26,4.95391,Приора,ВАЗ (LADA),android,510,87,78448512,200,200,done,
7844549925,2020-05-07 18:48:28,2847,473,14694712511,2020-05-07 18:48:36,28514473,2019-09-08,4.91788,Logan,Renault,android,1488,232,16037901,180,180,cancel,
7844550081,2020-05-07 18:48:49,2027,307,14694712682,2020-05-07 18:48:53,28514473,2019-09-08,4.91788,Logan,Renault,android,122,29,300298039,250,250,done,
7844550456,2020-05-07 18:49:44,3105,323,14694713199,2020-05-07 18:49:55,7987098,2017-12-21,4.99055,Duster,Renault,android,455,89,300073777,150,200,done,
